ID,Name,Pos,Price,Team,Pts,34,35,36,37,38
176658,Harrison,MID,6.1,LEE,,3.976998196,3.64501458,6.661885178,4.360188832,4.12319014
256300,Cornet,MID,5.7,BUR,,4.410904311,4.294263156,4.327642244,6.244029813,4.498016829
132426,D James,MID,6,LEE,,3.794099996,3.503704035,6.520268662,4.201002271,3.932260204
160700,Soucek,MID,6,WHU,,3.799304996,4.359451523,4.829883561,3.855399121,4.161684372
234800,D Gray,MID,5.8,EVE,,3.52804348,3.905272777,6.379207861,6.035375694,3.398929472
140008,Martinelli,MID,5.7,ARS,,4.360117625,4.101810479,6.73142411,4.189032206,4.650485632
23404,Ward-Prowse,MID,6.8,SOU,,3.993430119,4.426021494,4.113355041,3.976015647,4.075128965
283021,Diaz,MID,5.6,LIV,,5.090831357,4.505785736,6.659802242,4.538503957,4.7982598
131338,Grealish,MID,7.5,MCI,,5.529752536,4.842071752,5.115625494,6.790198457,4.926810228
161009,Brownhill,MID,5.1,BUR,,3.728248204,3.548803813,3.634890167,5.943344185,3.745380501
176640,Dallas,MID,5.4,LEE,,3.465451936,3.2808767,6.193776109,3.776600055,3.535694358
132424,Trossard,MID,6.4,BHA,,4.605893388,4.181408582,4.395891138,4.387280112,4.559480159
24092,Hojbjerg,MID,5.1,TOT,,3.420656428,3.64503788,5.619754524,3.617152583,3.470403659
225295,Rashica,MID,5.4,NOR,,3.858577273,3.453069524,6.312887326,3.523328172,3.584719411
23160,Gundogan,MID,7.4,MCI,,5.318070306,5.037911355,5.32449602,7.302948325,5.123392996
192747,McLean,MID,5,NOR,,3.329995804,3.018375663,5.807370533,3.093576514,3.116513818
23194,Rashford,MID,8.1,MUN,,7.054680982,5.188751956,4.419911112,0,4.432758537
